filename,samplerate
fileid_1.wav,48000
fileid_10.wav,48000
fileid_100.wav,48000
fileid_1000.wav,8000
fileid_101.wav,48000
fileid_102.wav,48000
fileid_103.wav,48000
fileid_104.wav,48000
fileid_105.wav,48000
fileid_106.wav,48000
fileid_107.wav,48000
fileid_108.wav,48000
fileid_109.wav,48000
fileid_11.wav,48000
fileid_110.wav,48000
fileid_111.wav,48000
fileid_112.wav,48000
fileid_113.wav,48000
fileid_114.wav,48000
fileid_115.wav,48000
fileid_116.wav,48000
fileid_117.wav,48000
fileid_118.wav,48000
fileid_119.wav,48000
fileid_12.wav,48000
fileid_120.wav,48000
fileid_121.wav,48000
fileid_122.wav,48000
fileid_123.wav,48000
fileid_124.wav,48000
fileid_125.wav,48000
fileid_126.wav,48000
fileid_127.wav,48000
fileid_128.wav,48000
fileid_129.wav,48000
fileid_13.wav,48000
fileid_130.wav,48000
fileid_131.wav,48000
fileid_132.wav,48000
fileid_133.wav,48000
fileid_134.wav,48000
fileid_135.wav,48000
fileid_136.wav,48000
fileid_137.wav,48000
fileid_138.wav,48000
fileid_139.wav,48000
fileid_14.wav,48000
fileid_140.wav,48000
fileid_141.wav,48000
fileid_142.wav,48000
fileid_143.wav,48000
fileid_144.wav,48000
fileid_145.wav,48000
fileid_146.wav,48000
fileid_147.wav,48000
fileid_148.wav,48000
fileid_149.wav,44100
fileid_15.wav,48000
fileid_150.wav,44100
fileid_151.wav,44100
fileid_152.wav,44100
fileid_153.wav,44100
fileid_154.wav,44100
fileid_155.wav,44100
fileid_156.wav,44100
fileid_157.wav,44100
fileid_158.wav,44100
fileid_159.wav,44100
fileid_16.wav,48000
fileid_160.wav,44100
fileid_161.wav,44100
fileid_162.wav,44100
fileid_163.wav,44100
fileid_164.wav,44100
fileid_165.wav,44100
fileid_166.wav,44100
fileid_167.wav,44100
fileid_168.wav,44100
fileid_169.wav,44100
fileid_17.wav,48000
fileid_170.wav,44100
fileid_171.wav,44100
fileid_172.wav,44100
fileid_173.wav,44100
fileid_174.wav,44100
fileid_175.wav,44100
fileid_176.wav,44100
fileid_177.wav,44100
fileid_178.wav,44100
fileid_179.wav,44100
fileid_18.wav,48000
fileid_180.wav,44100
fileid_181.wav,44100
fileid_182.wav,44100
fileid_183.wav,44100
fileid_184.wav,44100
fileid_185.wav,44100
fileid_186.wav,44100
fileid_187.wav,44100
fileid_188.wav,44100
fileid_189.wav,44100
fileid_19.wav,48000
fileid_190.wav,44100
fileid_191.wav,44100
fileid_192.wav,44100
fileid_193.wav,44100
fileid_194.wav,44100
fileid_195.wav,44100
fileid_196.wav,44100
fileid_197.wav,44100
fileid_198.wav,44100
fileid_199.wav,44100
fileid_2.wav,48000
fileid_20.wav,48000
fileid_200.wav,44100
fileid_201.wav,44100
fileid_202.wav,44100
fileid_203.wav,44100
fileid_204.wav,44100
fileid_205.wav,44100
fileid_206.wav,44100
fileid_207.wav,44100
fileid_208.wav,44100
fileid_209.wav,44100
fileid_21.wav,48000
fileid_210.wav,44100
fileid_211.wav,44100
fileid_212.wav,44100
fileid_213.wav,44100
fileid_214.wav,44100
fileid_215.wav,44100
fileid_216.wav,44100
fileid_217.wav,44100
fileid_218.wav,44100
fileid_219.wav,44100
fileid_22.wav,48000
fileid_220.wav,44100
fileid_221.wav,44100
fileid_222.wav,44100
fileid_223.wav,44100
fileid_224.wav,44100
fileid_225.wav,44100
fileid_226.wav,44100
fileid_227.wav,44100
fileid_228.wav,44100
fileid_229.wav,44100
fileid_23.wav,48000
fileid_230.wav,44100
fileid_231.wav,44100
fileid_232.wav,44100
fileid_233.wav,44100
fileid_234.wav,44100
fileid_235.wav,44100
fileid_236.wav,44100
fileid_237.wav,44100
fileid_238.wav,44100
fileid_239.wav,44100
fileid_24.wav,48000
fileid_240.wav,44100
fileid_241.wav,44100
fileid_242.wav,44100
fileid_243.wav,44100
fileid_244.wav,44100
fileid_245.wav,44100
fileid_246.wav,44100
fileid_247.wav,44100
fileid_248.wav,44100
fileid_249.wav,44100
fileid_25.wav,48000
fileid_250.wav,44100
fileid_251.wav,44100
fileid_252.wav,44100
fileid_253.wav,44100
fileid_254.wav,44100
fileid_255.wav,44100
fileid_256.wav,44100
fileid_257.wav,44100
fileid_258.wav,44100
fileid_259.wav,44100
fileid_26.wav,48000
fileid_260.wav,44100
fileid_261.wav,44100
fileid_262.wav,44100
fileid_263.wav,44100
fileid_264.wav,44100
fileid_265.wav,44100
fileid_266.wav,44100
fileid_267.wav,44100
fileid_268.wav,44100
fileid_269.wav,44100
fileid_27.wav,48000
fileid_270.wav,44100
fileid_271.wav,44100
fileid_272.wav,44100
fileid_273.wav,44100
fileid_274.wav,44100
fileid_275.wav,44100
fileid_276.wav,44100
fileid_277.wav,44100
fileid_278.wav,44100
fileid_279.wav,44100
fileid_28.wav,48000
fileid_280.wav,44100
fileid_281.wav,44100
fileid_282.wav,44100
fileid_283.wav,44100
fileid_284.wav,44100
fileid_285.wav,44100
fileid_286.wav,44100
fileid_287.wav,44100
fileid_288.wav,44100
fileid_289.wav,44100
fileid_29.wav,48000
fileid_290.wav,44100
fileid_291.wav,32000
fileid_292.wav,32000
fileid_293.wav,32000
fileid_294.wav,32000
fileid_295.wav,32000
fileid_296.wav,32000
fileid_297.wav,32000
fileid_298.wav,32000
fileid_299.wav,32000
fileid_3.wav,48000
fileid_30.wav,48000
fileid_300.wav,32000
fileid_301.wav,32000
fileid_302.wav,32000
fileid_303.wav,32000
fileid_304.wav,32000
fileid_305.wav,32000
fileid_306.wav,32000
fileid_307.wav,32000
fileid_308.wav,32000
fileid_309.wav,32000
fileid_31.wav,48000
fileid_310.wav,32000
fileid_311.wav,32000
fileid_312.wav,32000
fileid_313.wav,32000
fileid_314.wav,32000
fileid_315.wav,32000
fileid_316.wav,32000
fileid_317.wav,32000
fileid_318.wav,32000
fileid_319.wav,32000
fileid_32.wav,48000
fileid_320.wav,32000
fileid_321.wav,32000
fileid_322.wav,32000
fileid_323.wav,32000
fileid_324.wav,32000
fileid_325.wav,32000
fileid_326.wav,32000
fileid_327.wav,32000
fileid_328.wav,32000
fileid_329.wav,32000
fileid_33.wav,48000
fileid_330.wav,32000
fileid_331.wav,32000
fileid_332.wav,32000
fileid_333.wav,32000
fileid_334.wav,32000
fileid_335.wav,32000
fileid_336.wav,32000
fileid_337.wav,32000
fileid_338.wav,32000
fileid_339.wav,32000
fileid_34.wav,48000
fileid_340.wav,32000
fileid_341.wav,32000
fileid_342.wav,32000
fileid_343.wav,32000
fileid_344.wav,32000
fileid_345.wav,32000
fileid_346.wav,32000
fileid_347.wav,32000
fileid_348.wav,32000
fileid_349.wav,32000
fileid_35.wav,48000
fileid_350.wav,32000
fileid_351.wav,32000
fileid_352.wav,32000
fileid_353.wav,32000
fileid_354.wav,32000
fileid_355.wav,32000
fileid_356.wav,32000
fileid_357.wav,32000
fileid_358.wav,32000
fileid_359.wav,32000
fileid_36.wav,48000
fileid_360.wav,32000
fileid_361.wav,32000
fileid_362.wav,32000
fileid_363.wav,32000
fileid_364.wav,32000
fileid_365.wav,32000
fileid_366.wav,32000
fileid_367.wav,32000
fileid_368.wav,32000
fileid_369.wav,32000
fileid_37.wav,48000
fileid_370.wav,32000
fileid_371.wav,32000
fileid_372.wav,32000
fileid_373.wav,32000
fileid_374.wav,32000
fileid_375.wav,32000
fileid_376.wav,32000
fileid_377.wav,32000
fileid_378.wav,32000
fileid_379.wav,32000
fileid_38.wav,48000
fileid_380.wav,32000
fileid_381.wav,32000
fileid_382.wav,32000
fileid_383.wav,32000
fileid_384.wav,32000
fileid_385.wav,32000
fileid_386.wav,32000
fileid_387.wav,32000
fileid_388.wav,32000
fileid_389.wav,32000
fileid_39.wav,48000
fileid_390.wav,32000
fileid_391.wav,32000
fileid_392.wav,32000
fileid_393.wav,32000
fileid_394.wav,32000
fileid_395.wav,32000
fileid_396.wav,32000
fileid_397.wav,32000
fileid_398.wav,32000
fileid_399.wav,32000
fileid_4.wav,48000
fileid_40.wav,48000
fileid_400.wav,32000
fileid_401.wav,32000
fileid_402.wav,32000
fileid_403.wav,32000
fileid_404.wav,32000
fileid_405.wav,32000
fileid_406.wav,32000
fileid_407.wav,32000
fileid_408.wav,32000
fileid_409.wav,32000
fileid_41.wav,48000
fileid_410.wav,32000
fileid_411.wav,32000
fileid_412.wav,32000
fileid_413.wav,32000
fileid_414.wav,32000
fileid_415.wav,32000
fileid_416.wav,32000
fileid_417.wav,32000
fileid_418.wav,32000
fileid_419.wav,32000
fileid_42.wav,48000
fileid_420.wav,32000
fileid_421.wav,32000
fileid_422.wav,32000
fileid_423.wav,32000
fileid_424.wav,32000
fileid_425.wav,32000
fileid_426.wav,32000
fileid_427.wav,32000
fileid_428.wav,32000
fileid_429.wav,32000
fileid_43.wav,48000
fileid_430.wav,32000
fileid_431.wav,32000
fileid_432.wav,32000
fileid_433.wav,24000
fileid_434.wav,24000
fileid_435.wav,24000
fileid_436.wav,24000
fileid_437.wav,24000
fileid_438.wav,24000
fileid_439.wav,24000
fileid_44.wav,48000
fileid_440.wav,24000
fileid_441.wav,24000
fileid_442.wav,24000
fileid_443.wav,24000
fileid_444.wav,24000
fileid_445.wav,24000
fileid_446.wav,24000
fileid_447.wav,24000
fileid_448.wav,24000
fileid_449.wav,24000
fileid_45.wav,48000
fileid_450.wav,24000
fileid_451.wav,24000
fileid_452.wav,24000
fileid_453.wav,24000
fileid_454.wav,24000
fileid_455.wav,24000
fileid_456.wav,24000
fileid_457.wav,24000
fileid_458.wav,24000
fileid_459.wav,24000
fileid_46.wav,48000
fileid_460.wav,24000
fileid_461.wav,24000
fileid_462.wav,24000
fileid_463.wav,24000
fileid_464.wav,24000
fileid_465.wav,24000
fileid_466.wav,24000
fileid_467.wav,24000
fileid_468.wav,24000
fileid_469.wav,24000
fileid_47.wav,48000
fileid_470.wav,24000
fileid_471.wav,24000
fileid_472.wav,24000
fileid_473.wav,24000
fileid_474.wav,24000
fileid_475.wav,24000
fileid_476.wav,24000
fileid_477.wav,24000
fileid_478.wav,24000
fileid_479.wav,24000
fileid_48.wav,48000
fileid_480.wav,24000
fileid_481.wav,24000
fileid_482.wav,24000
fileid_483.wav,24000
fileid_484.wav,24000
fileid_485.wav,24000
fileid_486.wav,24000
fileid_487.wav,24000
fileid_488.wav,24000
fileid_489.wav,24000
fileid_49.wav,48000
fileid_490.wav,24000
fileid_491.wav,24000
fileid_492.wav,24000
fileid_493.wav,24000
fileid_494.wav,24000
fileid_495.wav,24000
fileid_496.wav,24000
fileid_497.wav,24000
fileid_498.wav,24000
fileid_499.wav,24000
fileid_5.wav,48000
fileid_50.wav,48000
fileid_500.wav,24000
fileid_501.wav,24000
fileid_502.wav,24000
fileid_503.wav,24000
fileid_504.wav,24000
fileid_505.wav,24000
fileid_506.wav,24000
fileid_507.wav,24000
fileid_508.wav,24000
fileid_509.wav,24000
fileid_51.wav,48000
fileid_510.wav,24000
fileid_511.wav,24000
fileid_512.wav,24000
fileid_513.wav,24000
fileid_514.wav,24000
fileid_515.wav,24000
fileid_516.wav,24000
fileid_517.wav,24000
fileid_518.wav,24000
fileid_519.wav,24000
fileid_52.wav,48000
fileid_520.wav,24000
fileid_521.wav,24000
fileid_522.wav,24000
fileid_523.wav,24000
fileid_524.wav,24000
fileid_525.wav,24000
fileid_526.wav,24000
fileid_527.wav,24000
fileid_528.wav,24000
fileid_529.wav,24000
fileid_53.wav,48000
fileid_530.wav,24000
fileid_531.wav,24000
fileid_532.wav,24000
fileid_533.wav,24000
fileid_534.wav,24000
fileid_535.wav,24000
fileid_536.wav,24000
fileid_537.wav,24000
fileid_538.wav,24000
fileid_539.wav,24000
fileid_54.wav,48000
fileid_540.wav,24000
fileid_541.wav,24000
fileid_542.wav,24000
fileid_543.wav,24000
fileid_544.wav,24000
fileid_545.wav,24000
fileid_546.wav,24000
fileid_547.wav,24000
fileid_548.wav,24000
fileid_549.wav,24000
fileid_55.wav,48000
fileid_550.wav,24000
fileid_551.wav,24000
fileid_552.wav,24000
fileid_553.wav,24000
fileid_554.wav,24000
fileid_555.wav,24000
fileid_556.wav,24000
fileid_557.wav,24000
fileid_558.wav,24000
fileid_559.wav,24000
fileid_56.wav,48000
fileid_560.wav,24000
fileid_561.wav,24000
fileid_562.wav,24000
fileid_563.wav,24000
fileid_564.wav,24000
fileid_565.wav,24000
fileid_566.wav,24000
fileid_567.wav,24000
fileid_568.wav,24000
fileid_569.wav,24000
fileid_57.wav,48000
fileid_570.wav,24000
fileid_571.wav,24000
fileid_572.wav,24000
fileid_573.wav,24000
fileid_574.wav,24000
fileid_575.wav,22050
fileid_576.wav,22050
fileid_577.wav,22050
fileid_578.wav,22050
fileid_579.wav,22050
fileid_58.wav,48000
fileid_580.wav,22050
fileid_581.wav,22050
fileid_582.wav,22050
fileid_583.wav,22050
fileid_584.wav,22050
fileid_585.wav,22050
fileid_586.wav,22050
fileid_587.wav,22050
fileid_588.wav,22050
fileid_589.wav,22050
fileid_59.wav,48000
fileid_590.wav,22050
fileid_591.wav,22050
fileid_592.wav,22050
fileid_593.wav,22050
fileid_594.wav,22050
fileid_595.wav,22050
fileid_596.wav,22050
fileid_597.wav,22050
fileid_598.wav,22050
fileid_599.wav,22050
fileid_6.wav,48000
fileid_60.wav,48000
fileid_600.wav,22050
fileid_601.wav,22050
fileid_602.wav,22050
fileid_603.wav,22050
fileid_604.wav,22050
fileid_605.wav,22050
fileid_606.wav,22050
fileid_607.wav,22050
fileid_608.wav,22050
fileid_609.wav,22050
fileid_61.wav,48000
fileid_610.wav,22050
fileid_611.wav,22050
fileid_612.wav,22050
fileid_613.wav,22050
fileid_614.wav,22050
fileid_615.wav,22050
fileid_616.wav,22050
fileid_617.wav,22050
fileid_618.wav,22050
fileid_619.wav,22050
fileid_62.wav,48000
fileid_620.wav,22050
fileid_621.wav,22050
fileid_622.wav,22050
fileid_623.wav,22050
fileid_624.wav,22050
fileid_625.wav,22050
fileid_626.wav,22050
fileid_627.wav,22050
fileid_628.wav,22050
